measurement_timestamp,state_of_health,state_of_charge,voltage,current,temperature,cycle_count,capacity_fade,internal_resistance,data_source
2023-08-27T20:09:36,94.24,66.06,3.58,10.81,15.6,487,5.76,0.0205,CAN
2023-08-27T23:02:24,94.16,47.46,3.503,14.18,14.8,507,5.84,0.021,Sensor
2023-08-28T01:55:12,94.34,26.14,3.342,0.52,14.9,463,5.66,0.0182,OBD
2023-08-28T04:48:00,94.01,77.24,3.637,14.81,14.3,541,5.99,0.0221,OBD
2023-08-28T07:40:48,94.09,45.82,3.438,4.25,7.5,523,5.91,0.0183,CAN
2023-08-28T10:33:36,94.07,42.29,3.401,-1.05,12.9,527,5.93,0.0185,OBD
2023-08-28T13:26:24,94.33,59.87,3.555,7.36,27.9,465,5.67,0.0213,OBD
2023-08-28T16:19:12,94.01,55.48,3.488,-9.04,11.9,540,5.99,0.0238,OBD
2023-08-28T19:12:00,94.11,93.35,3.801,13.08,25.7,517,5.89,0.0216,Sensor
2023-08-28T22:04:48,94.29,36.91,3.395,14.96,23.9,475,5.71,0.0221,BMS
2023-08-29T00:57:36,93.95,36.33,3.376,11.81,13.9,555,6.05,0.0156,Sensor
2023-08-29T03:50:24,94.22,32.56,3.37,-7.93,10.8,491,5.78,0.0193,CAN
2023-08-29T06:43:12,94.08,66.83,3.575,10.4,24.3,522,5.92,0.0199,Sensor
2023-08-29T09:36:00,94.21,88.27,3.714,-1.73,8.8,492,5.79,0.0176,BMS
2023-08-29T12:28:48,94.52,55.85,3.524,5.73,12.6,419,5.48,0.0192,BMS
2023-08-29T15:21:36,94.09,26.71,3.349,8.73,25.8,521,5.91,0.0216,OBD
2023-08-29T18:14:24,94.17,77.32,3.662,3.31,18.6,500,5.83,0.0197,OBD
2023-08-29T21:07:12,93.79,78.62,3.676,11.58,17.8,589,6.21,0.0204,BMS
2023-08-30T00:00:00,94.42,74.27,3.585,13.33,9.2,442,5.58,0.0174,OBD
2023-08-30T02:52:48,94.23,67.45,3.588,6.2,20.0,486,5.77,0.0211,OBD
2023-08-30T05:45:36,94.18,39.96,3.473,0.4,23.0,498,5.82,0.0204,OBD
2023-08-30T08:38:24,94.18,34.12,3.378,13.03,6.3,497,5.82,0.0172,OBD
2023-08-30T11:31:12,94.22,49.18,3.438,11.28,10.1,489,5.78,0.0152,CAN
2023-08-30T14:24:00,94.31,79.64,3.64,8.5,15.9,467,5.69,0.02,OBD
2023-08-30T17:16:48,94.26,58.21,3.512,-1.88,18.0,479,5.74,0.0179,BMS
2023-08-30T20:09:36,93.96,21.39,3.326,10.13,15.5,548,6.04,0.0169,CAN
2023-08-30T23:02:24,94.14,37.19,3.418,2.98,10.2,506,5.86,0.0154,OBD
2023-08-31T01:55:12,94.33,26.97,3.349,-5.7,15.1,462,5.67,0.0184,BMS
2023-08-31T04:48:00,94.35,88.65,3.714,-6.8,15.6,457,5.65,0.0165,Sensor
2023-08-31T07:40:48,93.94,19.45,3.305,20.08,20.1,553,6.06,0.0205,CAN
2023-08-31T10:33:36,93.82,22.78,3.329,9.47,19.5,581,6.18,0.0219,OBD
2023-08-31T13:26:24,93.96,70.38,3.594,0.2,18.0,547,6.04,0.02,OBD
2023-08-31T16:19:12,93.99,77.69,3.707,14.25,15.6,539,6.01,0.0169,BMS
2023-08-31T19:12:00,93.9,73.85,3.606,0.33,17.4,561,6.1,0.0188,BMS
2023-08-31T22:04:48,94.56,69.01,3.603,4.33,23.6,404,5.44,0.0231,OBD
2023-09-01T00:57:36,94.29,43.27,3.478,14.77,13.2,470,5.71,0.0195,OBD
2023-09-01T03:50:24,94.3,76.79,3.641,-1.64,8.3,467,5.7,0.0158,OBD
2023-09-01T06:43:12,94.39,27.53,3.372,-7.92,23.5,445,5.61,0.0254,OBD
2023-09-01T09:36:00,94.15,77.11,3.635,-1.63,8.3,501,5.85,0.0158,OBD
2023-09-01T12:28:48,94.33,60.32,3.575,6.79,16.2,459,5.67,0.0195,BMS
2023-09-01T15:21:36,94.13,49.6,3.492,-9.06,20.3,506,5.87,0.0234,BMS
2023-09-01T18:14:24,94.22,58.08,3.509,2.73,11.4,483,5.78,0.0209,OBD
2023-09-01T21:07:12,94.05,54.3,3.487,15.55,8.7,525,5.95,0.0158,OBD
2023-09-02T00:00:00,94.3,74.2,3.653,13.15,24.0,464,5.7,0.0203,CAN
2023-09-02T02:52:48,94.16,68.71,3.608,4.64,15.6,498,5.84,0.0215,BMS
2023-09-02T05:45:36,94.29,80.23,3.641,9.54,18.6,467,5.71,0.0202,CAN
2023-09-02T08:38:24,94.32,35.53,3.375,5.52,20.6,459,5.68,0.0186,CAN
2023-09-02T11:31:12,93.95,59.41,3.514,8.8,11.9,547,6.05,0.0162,OBD
2023-09-02T14:24:00,94.09,88.72,3.689,11.39,9.1,513,5.91,0.0191,OBD
2023-09-02T17:16:48,94.2,70.7,3.614,0.2,17.6,486,5.8,0.0181,CAN
2023-09-02T20:09:36,94.09,67.58,3.6,-0.42,11.2,512,5.91,0.0201,OBD
2023-09-02T23:02:24,94.05,52.06,3.529,-5.02,27.4,522,5.95,0.0265,CAN
2023-09-03T01:55:12,93.97,53.31,3.523,9.25,8.2,541,6.03,0.016,BMS
2023-09-03T04:48:00,94.37,79.03,3.641,11.46,20.4,445,5.63,0.0174,BMS
2023-09-03T07:40:48,94.22,59.88,3.596,-4.85,19.1,481,5.78,0.021,BMS
2023-09-03T10:33:36,94.44,46.56,3.458,6.8,1.6,430,5.56,0.019,OBD
2023-09-03T13:26:24,94.32,51.71,3.514,-2.26,25.7,457,5.68,0.0266,OBD
2023-09-03T16:19:12,94.18,34.0,3.415,-7.9,25.1,489,5.82,0.0211,BMS
2023-09-03T19:12:00,94.01,92.21,3.728,-1.56,15.5,530,5.99,0.0169,OBD
2023-09-03T22:04:48,94.26,49.99,3.453,13.48,4.3,472,5.74,0.0161,OBD
2023-09-04T00:57:36,94.32,67.02,3.557,-8.67,17.5,456,5.68,0.0185,CAN
2023-09-04T03:50:24,94.29,36.27,3.374,12.52,17.8,464,5.71,0.0191,BMS
2023-09-04T06:43:12,93.8,39.6,3.403,-8.47,10.5,579,6.2,0.0213,BMS
2023-09-04T09:36:00,93.99,73.77,3.614,-1.08,8.2,534,6.01,0.0195,CAN
2023-09-04T12:28:48,94.26,65.12,3.537,7.01,7.1,470,5.74,0.013,BMS
2023-09-04T15:21:36,94.61,79.96,3.663,4.11,16.8,387,5.39,0.0191,Sensor
2023-09-04T18:14:24,94.35,50.48,3.456,0.22,12.7,447,5.65,0.0183,OBD
2023-09-04T21:07:12,94.07,66.19,3.586,14.2,13.6,515,5.93,0.0166,BMS
2023-09-05T00:00:00,94.22,91.74,3.75,14.15,18.5,478,5.78,0.0192,BMS
2023-09-05T02:52:48,94.1,55.51,3.512,-4.18,8.1,506,5.9,0.0189,OBD
2023-09-05T05:45:36,94.16,67.3,3.578,-2.27,19.7,492,5.84,0.0209,OBD
2023-09-05T08:38:24,94.06,24.29,3.311,0.71,4.6,515,5.94,0.016,OBD
2023-09-05T11:31:12,93.88,77.09,3.68,8.26,15.0,557,6.12,0.0225,Sensor
2023-09-05T14:24:00,94.1,71.87,3.582,-8.44,-1.3,506,5.9,0.0167,CAN
2023-09-05T17:16:48,94.5,81.55,3.646,3.65,13.6,411,5.5,0.0214,OBD
2023-09-05T20:09:36,94.02,54.36,3.492,-5.4,10.5,524,5.98,0.0181,OBD
2023-09-05T23:02:24,94.22,24.82,3.336,10.06,15.8,476,5.78,0.0195,CAN
2023-09-06T01:55:12,94.12,23.65,3.301,8.3,4.1,500,5.88,0.0183,BMS
2023-09-06T04:48:00,94.21,85.76,3.716,13.65,23.0,478,5.79,0.021,OBD
2023-09-06T07:40:48,94.21,63.43,3.576,2.79,22.6,479,5.79,0.0222,OBD
2023-09-06T10:33:36,94.06,40.8,3.422,13.27,3.5,514,5.94,0.0138,OBD
2023-09-06T13:26:24,94.25,67.91,3.577,5.3,16.7,468,5.75,0.0218,OBD
2023-09-06T16:19:12,94.18,70.15,3.61,-3.32,20.4,486,5.82,0.0213,CAN
2023-09-06T19:12:00,94.49,86.82,3.715,-1.2,23.2,412,5.51,0.0218,Sensor
2023-09-06T22:04:48,94.29,29.04,3.377,2.99,12.6,459,5.71,0.0185,OBD
2023-09-07T00:57:36,94.07,45.41,3.454,-2.67,11.4,509,5.93,0.0186,BMS
2023-09-07T03:50:24,94.22,44.5,3.417,4.85,17.6,474,5.78,0.018,CAN
2023-09-07T06:43:12,94.13,68.68,3.577,-9.29,17.0,496,5.87,0.0212,OBD
2023-09-07T09:36:00,93.94,91.25,3.701,-3.4,8.7,540,6.06,0.0179,OBD
2023-09-07T12:28:48,93.84,65.45,3.6,14.37,6.0,564,6.16,0.0192,CAN
2023-09-07T15:21:36,94.06,65.3,3.569,-3.38,18.7,511,5.94,0.0184,Sensor
2023-09-07T18:14:24,93.92,50.68,3.488,8.67,19.7,545,6.08,0.0197,CAN
2023-09-07T21:07:12,94.15,64.36,3.506,8.35,1.7,489,5.85,0.0196,OBD
2023-09-08T00:00:00,94.24,79.01,3.593,8.09,8.9,468,5.76,0.0196,BMS
2023-09-08T02:52:48,94.22,59.25,3.503,-3.38,4.0,473,5.78,0.0162,OBD
2023-09-08T05:45:36,94.12,74.32,3.587,-8.07,14.5,496,5.88,0.0173,OBD
2023-09-08T08:38:24,93.98,62.25,3.608,6.23,22.3,529,6.02,0.0209,OBD
2023-09-08T11:31:12,94.18,35.89,3.396,9.64,19.3,482,5.82,0.0187,CAN
2023-09-08T14:24:00,93.81,86.09,3.693,4.03,20.3,568,6.19,0.0201,OBD
2023-09-08T17:16:48,94.28,63.45,3.583,13.54,14.6,457,5.72,0.0196,OBD
2023-09-08T20:09:36,94.15,43.92,3.458,-8.7,15.9,488,5.85,0.0219,CAN
2023-09-08T23:02:24,94.06,72.67,3.585,-5.37,12.7,508,5.94,0.0153,OBD
2023-09-09T01:55:12,94.14,29.36,3.342,-6.41,8.3,490,5.86,0.0163,OBD
2023-09-09T04:48:00,94.27,68.16,3.562,10.82,13.6,459,5.73,0.0193,OBD
2023-09-09T07:40:48,94.21,41.59,3.431,-3.07,18.6,473,5.79,0.0205,CAN
2023-09-09T10:33:36,93.98,17.46,3.278,5.95,24.2,526,6.02,0.0229,CAN
2023-09-09T13:26:24,93.94,41.51,3.439,12.53,9.0,537,6.06,0.0176,OBD
2023-09-09T16:19:12,94.11,49.25,3.465,5.31,16.8,495,5.89,0.0223,CAN
2023-09-09T19:12:00,94.3,94.86,3.767,2.65,20.2,450,5.7,0.0194,OBD
2023-09-09T22:04:48,94.05,64.54,3.586,-6.59,11.7,510,5.95,0.0198,OBD
2023-09-10T00:57:36,93.95,71.75,3.623,-2.87,17.0,534,6.05,0.0182,OBD
2023-09-10T03:50:24,94.23,21.97,3.368,-4.42,25.9,466,5.77,0.0268,OBD
2023-09-10T06:43:12,93.83,54.89,3.514,6.72,13.3,560,6.17,0.0196,OBD
2023-09-10T09:36:00,93.91,79.07,3.637,2.35,15.2,542,6.09,0.0171,OBD
2023-09-10T12:28:48,94.13,32.08,3.384,-6.37,10.6,489,5.87,0.0192,OBD
2023-09-10T15:21:36,94.35,33.76,3.411,3.83,21.6,438,5.65,0.0214,OBD
2023-09-10T18:14:24,94.38,58.07,3.519,-4.16,17.9,430,5.62,0.0209,BMS
2023-09-10T21:07:12,93.92,37.52,3.364,1.26,1.5,538,6.08,0.0149,CAN
2023-09-11T00:00:00,94.34,75.75,3.627,-3.05,12.4,440,5.66,0.0179,Sensor
2023-09-11T02:52:48,94.42,52.45,3.491,1.08,7.3,421,5.58,0.0151,CAN
2023-09-11T05:45:36,94.23,71.57,3.637,-1.88,22.8,466,5.77,0.0246,OBD
2023-09-11T08:38:24,94.14,35.59,3.377,-5.69,13.4,486,5.86,0.0153,Sensor
2023-09-11T11:31:12,94.35,43.88,3.445,-5.27,16.4,437,5.65,0.0198,CAN
2023-09-11T14:24:00,94.11,84.64,3.675,-5.22,10.8,493,5.89,0.0167,OBD
2023-09-11T17:16:48,94.41,35.05,3.399,-2.57,13.9,422,5.59,0.0196,CAN
2023-09-11T20:09:36,94.29,35.69,3.374,-0.15,7.5,450,5.71,0.0163,OBD
2023-09-11T23:02:24,94.19,69.56,3.582,-2.83,12.3,473,5.81,0.0207,OBD
2023-09-12T01:55:12,94.27,36.07,3.366,2.16,9.1,455,5.73,0.0214,CAN
2023-09-12T04:48:00,94.64,95.04,3.758,0.11,11.6,365,5.36,0.0174,CAN
2023-09-12T07:40:48,93.99,75.1,3.644,-8.53,21.2,520,6.01,0.0203,Sensor
2023-09-12T10:33:36,94.52,46.72,3.457,4.46,12.8,395,5.48,0.018,OBD
2023-09-12T13:26:24,94.02,22.96,3.318,11.87,22.2,513,5.98,0.0196,OBD
2023-09-12T16:19:12,94.34,42.19,3.446,8.09,3.8,436,5.66,0.0168,OBD
2023-09-12T19:12:00,94.09,89.16,3.734,1.35,27.5,495,5.91,0.02,BMS
2023-09-12T22:04:48,94.04,22.5,3.343,9.67,17.0,507,5.96,0.0231,CAN
2023-09-13T00:57:36,93.86,71.37,3.616,-9.28,10.9,549,6.14,0.0165,BMS
2023-09-13T03:50:24,93.9,80.02,3.648,0.17,7.3,540,6.1,0.0146,BMS
2023-09-13T06:43:12,93.83,76.01,3.6,-7.8,6.7,556,6.17,0.0203,OBD
2023-09-13T09:36:00,94.16,77.42,3.655,11.0,18.3,478,5.84,0.0179,OBD
2023-09-13T12:28:48,93.89,31.59,3.334,1.48,12.0,541,6.11,0.017,CAN
2023-09-13T15:21:36,94.05,64.31,3.567,-6.23,26.4,504,5.95,0.0201,CAN
2023-09-13T18:14:24,93.76,42.44,3.439,11.47,13.2,572,6.24,0.0162,Sensor
2023-09-13T21:07:12,94.39,22.09,3.323,-6.18,8.3,422,5.61,0.0198,CAN
2023-09-14T00:00:00,94.45,76.11,3.62,-6.07,8.6,407,5.55,0.0202,OBD
2023-09-14T02:52:48,94.34,53.4,3.508,-2.21,7.1,435,5.66,0.0137,CAN
2023-09-14T05:45:36,94.12,54.3,3.514,-0.31,8.3,485,5.88,0.0193,BMS
2023-09-14T08:38:24,94.05,56.34,3.53,-5.04,16.8,501,5.95,0.0209,OBD
2023-09-14T11:31:12,93.8,68.73,3.592,4.19,10.4,561,6.2,0.0199,OBD
2023-09-14T14:24:00,94.13,89.27,3.742,-0.73,12.7,483,5.87,0.0171,CAN
2023-09-14T17:16:48,94.34,52.03,3.481,10.24,11.3,434,5.66,0.0143,Sensor
2023-09-14T20:09:36,94.17,22.66,3.338,3.72,12.7,472,5.83,0.0195,OBD
2023-09-14T23:02:24,93.94,66.75,3.571,3.23,9.1,527,6.06,0.0198,OBD
2023-09-15T01:55:12,93.81,22.45,3.303,7.9,8.8,557,6.19,0.0206,OBD
2023-09-15T04:48:00,93.95,80.5,3.668,-5.84,26.5,523,6.05,0.0238,OBD
2023-09-15T07:40:48,93.61,59.63,3.541,-5.3,6.6,603,6.39,0.0144,CAN
2023-09-15T10:33:36,94.09,32.07,3.381,-1.97,18.5,490,5.91,0.0179,CAN
2023-09-15T13:26:24,94.0,39.96,3.432,-2.95,13.7,511,6.0,0.0188,CAN
2023-09-15T16:19:12,93.9,40.36,3.433,-7.42,17.2,536,6.1,0.0246,OBD
2023-09-15T19:12:00,93.74,76.13,3.666,3.93,26.9,572,6.26,0.0195,CAN
2023-09-15T22:04:48,94.09,27.1,3.35,9.88,19.8,489,5.91,0.0221,OBD
2023-09-16T00:57:36,93.79,39.57,3.402,-4.86,11.0,559,6.21,0.0179,CAN
2023-09-16T03:50:24,93.91,25.38,3.31,-10.61,20.1,532,6.09,0.023,CAN
2023-09-16T06:43:12,94.1,49.69,3.469,13.96,17.0,488,5.9,0.0214,CAN
2023-09-16T09:36:00,93.75,86.15,3.686,-4.84,6.9,568,6.25,0.0203,OBD
2023-09-16T12:28:48,93.64,25.37,3.345,0.68,16.3,594,6.36,0.02,OBD
2023-09-16T15:21:36,93.85,68.69,3.612,-3.84,13.8,546,6.15,0.0225,BMS
2023-09-16T18:14:24,93.75,66.07,3.619,1.82,19.3,567,6.25,0.0204,BMS
2023-09-16T21:07:12,93.41,59.61,3.53,-4.71,16.9,646,6.59,0.0189,CAN
2023-09-17T00:00:00,94.28,91.6,3.719,-5.08,13.1,443,5.72,0.0184,OBD
2023-09-17T02:52:48,93.97,37.79,3.399,6.36,8.4,515,6.03,0.0145,OBD
2023-09-17T05:45:36,93.86,77.49,3.684,-3.19,15.3,542,6.14,0.0197,OBD
2023-09-17T08:38:24,94.29,55.28,3.51,-6.4,16.7,441,5.71,0.0168,BMS
2023-09-17T11:31:12,94.01,27.93,3.346,5.22,12.4,507,5.99,0.0187,CAN
2023-09-17T14:24:00,93.57,74.02,3.633,7.97,11.1,609,6.43,0.0149,OBD
2023-09-17T17:16:48,94.19,41.29,3.382,-0.16,4.1,463,5.81,0.0153,BMS
2023-09-17T20:09:36,94.01,73.64,3.599,-4.71,14.5,506,5.99,0.0198,CAN
2023-09-17T23:02:24,93.99,40.36,3.421,2.85,5.7,510,6.01,0.0193,OBD
2023-09-18T01:55:12,94.22,40.82,3.414,-5.59,6.4,455,5.78,0.0129,OBD
2023-09-18T04:48:00,94.4,90.16,3.719,11.54,11.6,412,5.6,0.0189,OBD
2023-09-18T07:40:48,94.14,54.16,3.493,-4.83,5.6,474,5.86,0.0157,CAN
2023-09-18T10:33:36,94.26,60.6,3.568,10.97,24.3,445,5.74,0.0204,BMS
2023-09-18T13:26:24,94.14,47.72,3.491,-8.29,17.0,474,5.86,0.022,CAN
2023-09-18T16:19:12,93.99,77.43,3.635,-0.88,13.0,509,6.01,0.0181,Sensor
2023-09-18T19:12:00,94.05,74.86,3.612,-3.08,7.0,495,5.95,0.0181,CAN
2023-09-18T22:04:48,94.22,22.65,3.306,9.64,3.4,454,5.78,0.018,CAN
2023-09-19T00:57:36,94.05,30.36,3.381,12.7,9.8,494,5.95,0.0155,BMS
2023-09-19T03:50:24,94.3,65.61,3.618,-5.37,19.7,435,5.7,0.0208,Sensor
2023-09-19T06:43:12,94.36,71.84,3.605,-6.22,5.6,421,5.64,0.0195,CAN
2023-09-19T09:36:00,93.97,99.04,3.756,-0.99,17.4,512,6.03,0.0182,CAN
2023-09-19T12:28:48,93.93,63.84,3.513,0.16,5.9,521,6.07,0.0153,BMS
2023-09-19T15:21:36,93.78,65.84,3.539,14.43,0.5,555,6.22,0.014,BMS
2023-09-19T18:14:24,93.88,76.27,3.686,-1.97,20.0,533,6.12,0.0179,BMS
2023-09-19T21:07:12,93.85,75.85,3.654,1.52,26.6,539,6.15,0.024,OBD
2023-09-20T00:00:00,93.84,80.25,3.706,10.34,26.2,541,6.16,0.0228,BMS
2023-09-20T02:52:48,94.04,75.5,3.645,6.04,15.1,495,5.96,0.0177,CAN
2023-09-20T05:45:36,93.91,35.22,3.336,14.8,12.9,524,6.09,0.0223,CAN
2023-09-20T08:38:24,93.96,46.21,3.49,-5.46,14.0,513,6.04,0.0162,CAN
2023-09-20T11:31:12,93.77,43.27,3.436,0.95,18.7,557,6.23,0.0188,OBD
2023-09-20T14:24:00,94.18,80.08,3.658,-2.56,7.1,461,5.82,0.0193,OBD
2023-09-20T17:16:48,94.48,78.95,3.676,12.21,18.1,388,5.52,0.0197,OBD
2023-09-20T20:09:36,94.01,25.77,3.3,0.45,4.3,499,5.99,0.0145,OBD
2023-09-20T23:02:24,93.82,46.79,3.442,13.01,10.3,545,6.18,0.015,CAN
2023-09-21T01:55:12,94.22,45.05,3.423,-1.95,9.9,451,5.78,0.0156,BMS
2023-09-21T04:48:00,94.29,81.17,3.655,5.07,14.7,433,5.71,0.0171,BMS
2023-09-21T07:40:48,94.48,34.62,3.374,-9.44,8.3,387,5.52,0.0215,OBD
2023-09-21T10:33:36,94.1,64.8,3.536,14.24,-1.4,477,5.9,0.0152,BMS
2023-09-21T13:26:24,94.27,45.06,3.49,8.11,19.5,437,5.73,0.0196,CAN
2023-09-21T16:19:12,93.85,37.35,3.384,-4.34,17.9,536,6.15,0.0169,OBD
2023-09-21T19:12:00,94.3,96.43,3.766,-0.37,5.5,429,5.7,0.0188,Sensor
2023-09-21T22:04:48,94.0,41.41,3.443,2.16,21.6,501,6.0,0.0208,BMS
2023-09-22T00:57:36,94.26,55.93,3.551,-8.74,18.7,440,5.74,0.0182,OBD
2023-09-22T03:50:24,93.92,40.03,3.426,-9.37,12.1,519,6.08,0.014,Sensor
2023-09-22T06:43:12,93.99,56.68,3.508,-10.54,16.8,503,6.01,0.0206,OBD
2023-09-22T09:36:00,93.65,82.38,3.704,14.59,12.1,581,6.35,0.018,OBD
2023-09-22T12:28:48,94.16,43.81,3.448,-1.51,13.3,461,5.84,0.0178,OBD
2023-09-22T15:21:36,94.01,80.91,3.677,7.48,17.9,497,5.99,0.0214,BMS
2023-09-22T18:14:24,93.69,64.08,3.542,3.24,15.9,571,6.31,0.0207,CAN
2023-09-22T21:07:12,93.81,71.81,3.603,12.1,3.9,543,6.19,0.0158,OBD
2023-09-23T00:00:00,94.03,84.86,3.678,3.05,8.9,491,5.97,0.0176,Sensor
2023-09-23T02:52:48,94.02,64.17,3.559,5.15,12.7,494,5.98,0.0218,BMS
2023-09-23T05:45:36,93.76,71.26,3.608,3.52,9.4,554,6.24,0.0205,CAN
2023-09-23T08:38:24,93.85,50.43,3.484,9.13,20.3,532,6.15,0.0204,CAN
2023-09-23T11:31:12,94.06,50.15,3.476,-8.4,20.0,484,5.94,0.0213,OBD
2023-09-23T14:24:00,94.11,83.56,3.666,-1.8,11.8,472,5.89,0.0181,BMS
2023-09-23T17:16:48,93.66,23.86,3.342,1.11,4.7,578,6.34,0.0145,OBD
2023-09-23T20:09:36,94.11,25.09,3.318,-7.28,16.3,472,5.89,0.0243,Sensor
2023-09-23T23:02:24,94.19,51.22,3.496,9.34,25.4,452,5.81,0.0241,Sensor
2023-09-24T01:55:12,93.93,59.77,3.54,-4.16,9.3,514,6.07,0.0134,CAN
2023-09-24T04:48:00,94.1,100.0,3.793,-0.02,14.0,474,5.9,0.0181,CAN
2023-09-24T07:40:48,94.0,48.53,3.455,14.84,-0.8,496,6.0,0.0145,OBD
2023-09-24T10:33:36,94.24,42.28,3.423,9.31,15.7,440,5.76,0.0178,CAN
2023-09-24T13:26:24,93.68,75.38,3.612,-3.44,15.4,571,6.32,0.0207,Sensor
2023-09-24T16:19:12,93.42,52.99,3.536,6.94,16.4,631,6.58,0.019,BMS
2023-09-24T19:12:00,94.17,69.81,3.625,2.53,16.9,455,5.83,0.02,OBD
2023-09-24T22:04:48,94.32,30.4,3.353,-2.72,12.3,419,5.68,0.0221,OBD
2023-09-25T00:57:36,94.11,26.89,3.327,1.59,15.6,468,5.89,0.0198,OBD
2023-09-25T03:50:24,94.03,26.43,3.33,-9.38,2.1,487,5.97,0.0183,OBD
2023-09-25T06:43:12,94.0,77.03,3.626,-1.89,4.5,494,6.0,0.0173,BMS
2023-09-25T09:36:00,93.95,84.8,3.698,-6.14,10.5,507,6.05,0.0203,OBD
2023-09-25T12:28:48,93.82,37.89,3.39,10.6,19.3,537,6.18,0.0206,CAN
2023-09-25T15:21:36,94.02,21.26,3.331,2.85,15.9,488,5.98,0.0198,BMS
2023-09-25T18:14:24,93.88,48.72,3.459,-7.67,17.0,522,6.12,0.0183,OBD
2023-09-25T21:07:12,93.99,21.55,3.239,13.04,-0.9,495,6.01,0.0138,OBD
2023-09-26T00:00:00,94.01,78.49,3.648,-6.42,6.7,492,5.99,0.0149,OBD
2023-09-26T02:52:48,93.83,57.76,3.517,3.79,10.8,534,6.17,0.0184,CAN
2023-09-26T05:45:36,93.91,26.88,3.351,12.49,10.6,514,6.09,0.0177,OBD
2023-09-26T08:38:24,94.21,55.73,3.516,6.32,17.6,442,5.79,0.017,OBD
2023-09-26T11:31:12,93.82,37.1,3.386,3.4,11.5,534,6.18,0.0201,OBD
2023-09-26T14:24:00,93.73,91.5,3.74,-5.78,12.7,555,6.27,0.0185,CAN
2023-09-26T17:16:48,94.04,55.45,3.502,-7.56,18.9,482,5.96,0.0215,CAN
2023-09-26T20:09:36,94.31,41.68,3.388,13.99,-5.9,418,5.69,0.0112,BMS
2023-09-26T23:02:24,93.76,32.54,3.341,-8.43,-4.8,548,6.24,0.0141,OBD
2023-09-27T01:55:12,93.72,73.91,3.661,-3.4,9.0,557,6.28,0.0176,Sensor
2023-09-27T04:48:00,93.68,87.8,3.743,10.07,17.5,566,6.32,0.0184,BMS
2023-09-27T07:40:48,93.54,29.38,3.339,-2.34,23.5,599,6.46,0.0214,Sensor
2023-09-27T10:33:36,94.01,30.01,3.368,11.49,11.9,488,5.99,0.0184,OBD
2023-09-27T13:26:24,93.69,24.13,3.316,-2.09,21.2,564,6.31,0.0208,BMS
2023-09-27T16:19:12,94.2,30.47,3.335,4.92,9.0,443,5.8,0.0196,OBD
2023-09-27T19:12:00,94.23,79.2,3.642,1.47,8.3,436,5.77,0.0199,CAN
2023-09-27T22:04:48,94.05,54.02,3.524,-0.0,15.6,479,5.95,0.0159,CAN
2023-09-28T00:57:36,94.23,60.46,3.537,12.5,20.2,435,5.77,0.016,OBD
2023-09-28T03:50:24,94.03,35.61,3.407,10.23,7.2,482,5.97,0.0174,BMS
2023-09-28T06:43:12,94.0,30.06,3.344,-5.81,16.6,489,6.0,0.0189,OBD
2023-09-28T09:36:00,94.08,86.57,3.683,9.11,12.1,470,5.92,0.0166,BMS
2023-09-28T12:28:48,93.95,47.93,3.439,9.79,-0.3,501,6.05,0.0189,BMS
2023-09-28T15:21:36,93.9,75.36,3.608,0.23,10.3,512,6.1,0.0181,Sensor
2023-09-28T18:14:24,93.81,32.46,3.376,13.45,11.7,533,6.19,0.016,Sensor
2023-09-28T21:07:12,93.87,57.71,3.539,7.55,19.3,518,6.13,0.0216,CAN
2023-09-29T00:00:00,93.68,87.14,3.683,-9.36,7.2,562,6.32,0.0197,CAN
2023-09-29T02:52:48,93.83,66.24,3.595,13.78,18.1,527,6.17,0.019,OBD
2023-09-29T05:45:36,94.0,30.01,3.395,-5.72,18.0,487,6.0,0.0229,CAN
2023-09-29T08:38:24,93.99,85.63,3.703,-2.84,13.5,489,6.01,0.0134,OBD
2023-09-29T11:31:12,93.79,51.36,3.476,8.9,0.7,536,6.21,0.0157,Sensor
2023-09-29T14:24:00,93.42,75.8,3.611,-2.11,1.4,622,6.58,0.0158,CAN
2023-09-29T17:16:48,93.62,27.61,3.379,10.17,19.7,575,6.38,0.0184,CAN
2023-09-29T20:09:36,93.72,52.15,3.482,-5.29,14.9,553,6.28,0.0163,OBD
2023-09-29T23:02:24,93.79,45.44,3.519,10.68,29.6,535,6.21,0.0237,OBD
2023-09-30T01:55:12,93.79,68.78,3.6,10.7,6.0,535,6.21,0.0198,OBD
2023-09-30T04:48:00,93.36,85.55,3.756,-7.95,21.5,636,6.64,0.0202,OBD
2023-09-30T07:40:48,93.65,68.41,3.586,-0.44,11.2,567,6.35,0.0154,CAN
2023-09-30T10:33:36,93.92,43.8,3.451,-6.47,11.8,505,6.08,0.0178,OBD
2023-09-30T13:26:24,93.94,37.21,3.399,6.52,11.7,500,6.06,0.0167,CAN
2023-09-30T16:19:12,93.84,64.12,3.554,13.15,12.2,523,6.16,0.0167,BMS
2023-09-30T19:12:00,93.88,71.86,3.641,-8.69,28.2,514,6.12,0.0206,CAN
2023-09-30T22:04:48,94.22,32.71,3.382,6.89,4.9,433,5.78,0.016,OBD
2023-10-01T00:57:36,93.48,54.18,3.471,13.98,3.5,605,6.52,0.0159,OBD
2023-10-01T03:50:24,94.06,59.76,3.56,3.74,13.7,470,5.94,0.0189,BMS
